avis,texte_clean,sentiment,label,application,note
magnifique application rapide et simple d'utilisation .,magnifique application rapide et simple d'utilisation .,positive,2,CIH Mobile,5
"il y'a des chauffeurs voleurs, j'ai une mauvaise experience ici à marrakech. il faux trouver un solution pour que le client récuper ses objets si il les oublié dans la voiture","il y'a des chauffeurs voleurs, j'ai une mauvaise experience ici à marrakech. il faux trouver un solution pour que le client récuper ses objets si il les oublié dans la voiture",negative,0,inDriver,1
"Je ne trouve pas facilement led articles que je cherche, certains ne sont pas disponibles.","je ne trouve pas facilement led articles que je cherche, certains ne sont pas disponibles.",neutral,1,Marjane,3
J'ai regretté d'avoir fait un abonnement chez vous je veux payer ma facture ni l'application fonctionne ni le Site Depuis que j'ai souscrit je veux accéder a mon compte pour le géré l'app n'a jamais fonctionné,j'ai regretté d'avoir fait un abonnement chez vous je veux payer ma facture ni l'application fonctionne ni le site depuis que j'ai souscrit je veux accéder a mon compte pour le géré l'app n'a jamais fonctionné,negative,0,My inwi,1
mon marché préféré,mon marché préféré,positive,2,Jumia,5
"Pas mal comme appli, facile à utiliser. on peut commander sauf on ne peut pas payer par carte, obligé de payer lors de la livraison (pour mon cas je commande pour mes parent et ça m'arrange de payer par carte). Le service client est rapide à répondre sur WhatsApp pour toutes questions. C'est génial.","pas mal comme appli, facile à utiliser. on peut commander sauf on ne peut pas payer par carte, obligé de payer lors de la livraison pour mon cas je commande pour mes parent et ça m'arrange de payer par carte . le service client est rapide à répondre sur whatsapp pour toutes questions. c'est génial.",positive,2,Marjane,4
la recharge de la carte wepay devrait être instantané,la recharge de la carte wepay devrait être instantané,positive,2,Attijari Mobile,4
L'application répond pas !!!!!!,l'application répond pas !,negative,0,CIH Mobile,1
"Application très pratique, facilite la recherche.","application très pratique, facilite la recherche.",positive,2,Avito,5
Quand j'essayai de payer cash sa m'affichait une erreur donc sa fait une semaine que je n'arrive pas à commander donc j'utilise yango,quand j'essayai de payer cash sa m'affichait une erreur donc sa fait une semaine que je n'arrive pas à commander donc j'utilise yango,negative,0,Glovo,1
"Et ce même si la case est cochée, je pense que c'est un problème de compatibilité avec la version 4.3 d'android, une mise à jour s'impose pour continuer à travailler avec cet application. Galaxy Note 3","et ce même si la case est cochée, je pense que c'est un problème de compatibilité avec la version . d'android, une mise à jour s'impose pour continuer à travailler avec cet application. galaxy note",positive,2,BMCE Direct,4
"des voleurs, double prélèvement et aucun remboursements pour leur erreur","des voleurs, double prélèvement et aucun remboursements pour leur erreur",negative,0,Glovo,1
cette application est superbe elle nous permet d'acheter des Objet que on ne peux même pas trouvé quel que part en tout moi j'achete tout la bas même mon riz mon paquet de cube Maggi en tout Jumia continuer comme ça c'est très bien merci pour tous,cette application est superbe elle nous permet d'acheter des objet que on ne peux même pas trouvé quel que part en tout moi j'achete tout la bas même mon riz mon paquet de cube maggi en tout jumia continuer comme ça c'est très bien merci pour tous,positive,2,Jumia,5
j'aime votre professionnalisme.,j'aime votre professionnalisme.,positive,2,Avito,5
Le meilleurs marjane,le meilleurs marjane,positive,2,Marjane,4
mais un peu cher,mais un peu cher,positive,2,Jumia,5
nous payons déjà la livraison c'est quel frais de service que nous payons,nous payons déjà la livraison c'est quel frais de service que nous payons,positive,2,Glovo,5
passable il contien des plat special,passable il contien des plat special,positive,2,Glovo,4
"parfois revoyez vos articles que vous affichez j'ai été victime de ça à deux reprises, très déçu à la livraison","parfois revoyez vos articles que vous affichez j'ai été victime de ça à deux reprises, très déçu à la livraison",negative,0,Jumia,2
Je ne recommande à personne ! Lorsque que j'ai contacter le service client car la moitié de ma commande n'a pas était livré ils m'ont répondu par mail me disant que je ne serais pas rembourser car cela ne dépasser pas un certain seuil. Mais en attendant moi j'ai payer et la moitié n'est jamais arrivé ! À FUIR. Des voleurs!,je ne recommande à personne ! lorsque que j'ai contacter le service client car la moitié de ma commande n'a pas était livré ils m'ont répondu par mail me disant que je ne serais pas rembourser car cela ne dépasser pas un certain seuil. mais en attendant moi j'ai payer et la moitié n'est jamais arrivé ! à fuir. des voleurs!,negative,0,Glovo,1
"impossible de créer le compte avec 2 numéros différent. je reçois un message : erreur survenue lors de la création du compte, sur l'appli et sur sms.","impossible de créer le compte avec numéros différent. je reçois un message erreur survenue lors de la création du compte, sur l'appli et sur sms.",negative,0,Orange Money MA,1
L'application est pratique mais il est très courant de voir qu'il y a des commandes qui ne sont pas prises en charge et qui ne sont pas expédiées même après le créneau de livraison.,l'application est pratique mais il est très courant de voir qu'il y a des commandes qui ne sont pas prises en charge et qui ne sont pas expédiées même après le créneau de livraison.,neutral,1,Marjane,3
Beaucoup de publicité dans le youtube je peux pas voir les videos en paix.,beaucoup de publicité dans le youtube je peux pas voir les videos en paix.,negative,0,Glovo,1
vraiment très utile et simple,vraiment très utile et simple,positive,2,CIH Mobile,5
sur l'appli mobile impossible de saisir le code reçu par sms. sur cih online impossible d'ajouter un beneficiaire tjrs le mm probleme depuis des mois,sur l'appli mobile impossible de saisir le code reçu par sms. sur cih online impossible d'ajouter un beneficiaire tjrs le mm probleme depuis des mois,negative,0,CIH Mobile,1
il facture les cours même celles que tu as refusé,il facture les cours même celles que tu as refusé,negative,0,Yassir,2
"J'ai lancé une commande vendredi dernier, et jusqu'à présent, je n'ai pas reçu ma demande. Je pense que le service de stock n'est pas compétent pour traiter la commande dans le délai défini par le client. Je suis vraiment mécontent du service. Afin de s'excuser auprès du client, il est impératif de préparer un cadeau pour lui.","j'ai lancé une commande vendredi dernier, et jusqu'à présent, je n'ai pas reçu ma demande. je pense que le service de stock n'est pas compétent pour traiter la commande dans le délai défini par le client. je suis vraiment mécontent du service. afin de s'excuser auprès du client, il est impératif de préparer un cadeau pour lui.",negative,0,Marjane,1
C'est très pertinente cette application pour la livraison est toujours à l'heure le problème pour moi c'est que il faut ajouter des petits commerçants. Je comprends pas est ce que c'est juste dans le quartier où je suis ou c'est par tout puisque chez n'affiche que les grands super marchez et aussi pour les pâtisseries et snack qui ont des prix un petit peu élevé et des pas un très grand choix c'est ça problème à part ça la livraison est impecable.,c'est très pertinente cette application pour la livraison est toujours à l'heure le problème pour moi c'est que il faut ajouter des petits commerçants. je comprends pas est ce que c'est juste dans le quartier où je suis ou c'est par tout puisque chez n'affiche que les grands super marchez et aussi pour les pâtisseries et snack qui ont des prix un petit peu élevé et des pas un très grand choix c'est ça problème à part ça la livraison est impecable.,neutral,1,Glovo,3
Trés bonne application et trés utile ...,trés bonne application et trés utile .,positive,2,inDriver,5
"Bonne application les virement fonctionne bien, je il manque la consultation du blocage comme sur le site","bonne application les virement fonctionne bien, je il manque la consultation du blocage comme sur le site",positive,2,BMCE Direct,4
très bien cette application..continue 👌❤️🇩🇿,très bien cette application.continue,positive,2,Yassir,5
"conection internet tout simplement instable.je parle de dibit est instable. aussi, j'aimerais savoir les de fidélité cumuler me donner le droit d'avoir un smartphone gratuit ?","conection internet tout simplement instable.je parle de dibit est instable. aussi, j'aimerais savoir les de fidélité cumuler me donner le droit d'avoir un smartphone gratuit ?",negative,0,My inwi,2
depuis que vous donnez plusieurs commandes a un meme livreur le service est deplorable !,depuis que vous donnez plusieurs commandes a un meme livreur le service est deplorable !,negative,0,Glovo,1
facile et fonctionnel,facile et fonctionnel,positive,2,Yassir,5
Très pratique et utile. Espérons que la sécurité est à jour,très pratique et utile. espérons que la sécurité est à jour,positive,2,CIH Mobile,5
"c'est pratique, je recommande 👍","c'est pratique, je recommande",positive,2,inDriver,5
L'application bugué au debut mais maintenant marche parfaitement bien,l'application bugué au debut mais maintenant marche parfaitement bien,positive,2,Marjane,5
"pas besoin de vos cadeau ,deja la conixion qu'on pay ça marche pas je vai changer a autre operateur","pas besoin de vos cadeau ,deja la conixion qu'on pay ça marche pas je vai changer a autre operateur",negative,0,Orange Money MA,1
"Tres decu de l application, j ai voulu publier une offre mais ca me sort a chaque fois une erreur: caractères spéciaux dans le nom alors que qu il ne l est pas. J ai perdu une heure en vain","tres decu de l application, j ai voulu publier une offre mais ca me sort a chaque fois une erreur caractères spéciaux dans le nom alors que qu il ne l est pas. j ai perdu une heure en vain",negative,0,Avito,1
pour un voyage petit trajet ils n'acceptent jamais avec le prix suggéré par l'application vraiment c ridicule et de vrai arnaque,pour un voyage petit trajet ils n'acceptent jamais avec le prix suggéré par l'application vraiment c ridicule et de vrai arnaque,negative,0,inDriver,1
Pratique. Livraison impossible au niveau de Fès,pratique. livraison impossible au niveau de fès,neutral,1,Marjane,3
"Cette application ne reflète guère l'image de marque de la banque. À part la consultation du solde et l'historique des opérations, il n'y a pas grand chose qui marche. C'est très décevant.","cette application ne reflète guère l'image de marque de la banque. à part la consultation du solde et l'historique des opérations, il n'y a pas grand chose qui marche. c'est très décevant.",negative,0,BMCE Direct,2
La meilleure banque du Maroc,la meilleure banque du maroc,positive,2,Attijari Mobile,5
Ça paraît très intéressant! Dommage que la livraison en ligne n'est pas disponible à M'diq/Tétouan,ça paraît très intéressant! dommage que la livraison en ligne n'est pas disponible à m'diq tétouan,neutral,1,Marjane,3
pas mal pour le moment en attendant de voir l'article,pas mal pour le moment en attendant de voir l'article,positive,2,Jumia,5
"Je n'arrive plus à accéder à mon application bancaire depuis votre dernière mise à jour de sécurité. Je l'ai réessayée plusieurs fois, et je découvre que mon telephone n'est tout simplement pas compatible avec votre nouvelle mise à jour ! Il serait bon de fournir un service qui fonctionne pour tous et de veiller à ne pas de casser les accès sans prévenir à de nombreux utilsateurs !","je n'arrive plus à accéder à mon application bancaire depuis votre dernière mise à jour de sécurité. je l'ai réessayée plusieurs fois, et je découvre que mon telephone n'est tout simplement pas compatible avec votre nouvelle mise à jour ! il serait bon de fournir un service qui fonctionne pour tous et de veiller à ne pas de casser les accès sans prévenir à de nombreux utilsateurs !",negative,0,Attijari Mobile,1
"j ai commandé un KFC b 160dh li t3tel b 30 min ce qui fait wslni lawi o bared, chat mdar hta ch solution m3aya ! une réclamation est cré pour حماية المستهلك بالمغرب","j ai commandé un kfc b 160dh li t3tel b min ce qui fait wslni lawi o bared, chat mdar hta ch solution m3aya ! une réclamation est cré pour حماية المستهلك بالمغرب",negative,0,Glovo,1
fonctionne tres bien juste bug avec le mot de passe 2 fois jai due réinitialiser mais sinon bonne appli simple,fonctionne tres bien juste bug avec le mot de passe fois jai due réinitialiser mais sinon bonne appli simple,positive,2,BMCE Direct,5
Top. Mieux Asuak salam pour moi👌,top. mieux asuak salam pour moi,positive,2,Marjane,5
Il faut ajouter le paiement des factures IAM,il faut ajouter le paiement des factures iam,negative,0,BMCE Direct,2
très bonne application ils sont fiables à tout point. je la recommande fortement,très bonne application ils sont fiables à tout point. je la recommande fortement,positive,2,Yassir,5
service fiable et très rapide,service fiable et très rapide,positive,2,Jumia,4
très rapide et facile,très rapide et facile,positive,2,inDriver,5
La mise à jour ne se télecharge pas!!!! Et ca bloque l appli....,la mise à jour ne se télecharge pas! et ca bloque l appli.,negative,0,Marjane,1
c'est dégoûtant je n'arrives même pas à accéder c'est décevant,c'est dégoûtant je n'arrives même pas à accéder c'est décevant,negative,0,Yassir,1
"C'est bon pour recevoir la nourriture de n'importe quel restaurant, c'est super.","c'est bon pour recevoir la nourriture de n'importe quel restaurant, c'est super.",positive,2,Glovo,5
ca marche pas dans mon portable redmi note 11R 5G,ca marche pas dans mon portable redmi note 11r 5g,negative,0,inDriver,1
"service peu professionnel, des produits non livrés et un remboursement non fait","service peu professionnel, des produits non livrés et un remboursement non fait",negative,0,Glovo,1
probleme de connexion internet,probleme de connexion internet,negative,0,My inwi,1
Des demandes de mise à jour de manière fréquente et vraiment ennuyeuse,des demandes de mise à jour de manière fréquente et vraiment ennuyeuse,neutral,1,CIH Mobile,3
très satisfaite et merci beaucoup pour votre professionnalisme bank of africa,très satisfaite et merci beaucoup pour votre professionnalisme bank of africa,positive,2,BMCE Direct,5
excellent service bancaire,excellent service bancaire,positive,2,Attijari Mobile,5
j'ai toujours confiance à ma banque Attijari,j'ai toujours confiance à ma banque attijari,positive,2,Attijari Mobile,5
Vous êtes les meilleurs,vous êtes les meilleurs,positive,2,CIH Mobile,5
Livreur impoli et on me facture quand même alors que qu'on m'a fait passer un mauvais moment et que je n'ai pas reçu ma commande la faute du livreur. j'etais satisfaite jusqu'à présent mais personnellement c'était si désagréable(livreur qui me fait poireauter plus de 20 min au dehors et me parle mal alors que c'est lui le problème et après une dame qui m'appele au téléphone vraiment pas à l'écoute et veut me facturer plus alors que j'ai été pénalisée. Je desinstalle.,livreur impoli et on me facture quand même alors que qu'on m'a fait passer un mauvais moment et que je n'ai pas reçu ma commande la faute du livreur. j'etais satisfaite jusqu'à présent mais personnellement c'était si désagréable livreur qui me fait poireauter plus de min au dehors et me parle mal alors que c'est lui le problème et après une dame qui m'appele au téléphone vraiment pas à l'écoute et veut me facturer plus alors que j'ai été pénalisée. je desinstalle.,negative,0,Glovo,2
"j'ai acheté une valise au prix de 476,00dhs en même temps je ai trouvé le même produit dans un autre coin au prix de 280,00dhs une différence de 196,00dhs ... malgré les réclamations auprès de l'administration Marjane Oued-Fès rien n'est décidé...","j'ai acheté une valise au prix de ,00dhs en même temps je ai trouvé le même produit dans un autre coin au prix de ,00dhs une différence de ,00dhs . malgré les réclamations auprès de l'administration marjane oued-fès rien n'est décidé.",negative,0,Marjane,1
vous êtes les meilleurs,vous êtes les meilleurs,positive,2,inDriver,5
Trooooops nul pour un etablissement de votre taille.,trooooops nul pour un etablissement de votre taille.,negative,0,BMCE Direct,1
"Ca fait 6heures que j essaie de la télécharger avec toutes les connexions qui peuvent exister sur cette terre, mais en vain ! J ai même essayé de télécharger d autre appli ca a marché mais avec marjane No.","ca fait 6heures que j essaie de la télécharger avec toutes les connexions qui peuvent exister sur cette terre, mais en vain ! j ai même essayé de télécharger d autre appli ca a marché mais avec marjane no.",negative,0,Marjane,1
c'est une très bonne application ❤️❤️❤️❤️,c'est une très bonne application,positive,2,Glovo,5
"Je souhaite partager une expérience très décevante avec glovo J’ai passé une commande en choisissant paiement en espèces. Quand le livreur est arrivé, la commande ne correspondait pas à ce que j’avais demandé, et il l’a annulée. Je n’ai rien reçu et rien payé, mais 15 jours plus tard, Glovo a prélevé le montant sur mon compte sans autorisation. Le service client n’a rien résolu. C’est inacceptable et abusif. Je déconseille cette pratique.","je souhaite partager une expérience très décevante avec glovo j ai passé une commande en choisissant paiement en espèces. quand le livreur est arrivé, la commande ne correspondait pas à ce que j avais demandé, et il l a annulée. je n ai rien reçu et rien payé, mais jours plus tard, glovo a prélevé le montant sur mon compte sans autorisation. le service client n a rien résolu. c est inacceptable et abusif. je déconseille cette pratique.",negative,0,Glovo,1
"Très cool, mais ce serait bien de mettre les frais de service AVANT de confirmer le paiement. Ça faisait un peu frais cachés dans mon cas.","très cool, mais ce serait bien de mettre les frais de service avant de confirmer le paiement. ça faisait un peu frais cachés dans mon cas.",neutral,1,Yassir,3
Merci infiniment à vous,merci infiniment à vous,negative,0,Yassir,1
app très très lente avec des bugs chaque jour,app très très lente avec des bugs chaque jour,negative,0,My inwi,1
Application bien sécurisée et facile à manipuler,application bien sécurisée et facile à manipuler,positive,2,Attijari Mobile,5
Il faut toujours demander un code de confirmation lors des achats a l'étranger,il faut toujours demander un code de confirmation lors des achats a l'étranger,positive,2,CIH Mobile,4
nul tjrs problème de système étoile baraka 3likom,nul tjrs problème de système étoile baraka 3likom,negative,0,CIH Mobile,1
Attention...ils vous poussent à acheter sans modération et ne vous expliquent pas que ce qui est promis comme coupons d'achat ou dhirams gagnés n'est applicable que sur une certaine catégorie de produits et durant des périodes limitées...ils ne vous disent pas ça en claire dans les magasins... j'ai desinstaller l'appli et je ne participe plus dans ce program et je modère plus mes achats et je compte plus acheter chez Marjan ! Marjan ..je suis très déçu !,attention.ils vous poussent à acheter sans modération et ne vous expliquent pas que ce qui est promis comme coupons d'achat ou dhirams gagnés n'est applicable que sur une certaine catégorie de produits et durant des périodes limitées.ils ne vous disent pas ça en claire dans les magasins. j'ai desinstaller l'appli et je ne participe plus dans ce program et je modère plus mes achats et je compte plus acheter chez marjan ! marjan .je suis très déçu !,negative,0,Marjane,1
"Inadmissible. J'ai un Samsung Z Fold5, l'un des téléphones les plus récents du marché, et l'application affiche 'non compatible'. Il serait temps de mettre à jour vos builds pour les nouveaux processeurs et formats d'écran.","inadmissible. j'ai un samsung z fold5, l'un des téléphones les plus récents du marché, et l'application affiche 'non compatible'. il serait temps de mettre à jour vos builds pour les nouveaux processeurs et formats d'écran.",negative,0,Attijari Mobile,1
"L’application rencontre souvent des problèmes qui entraînent l’interruption des services Actuellement, l'option d’activation de la carte et de paiement des factures est arrêté.","l application rencontre souvent des problèmes qui entraînent l interruption des services actuellement, l'option d activation de la carte et de paiement des factures est arrêté.",negative,0,CIH Mobile,1
"svp l'App ne marche pas sur mon portable depuis ce jour. contacter moi d'urgence svp signature aps invalide!? c'est quoi ça! j'ai chercher la signification du message "" signature Apk invalide"" et j'ai constaté que l'application banque cih mobil a été ou bien altéré, source non fiable, ou fichier corrompu. c'est a dire qu'elle a été peut être falsifié et comprend un risque de sécurité. ainsi, j'implore le développeur de résoudre ce problème dans les meilleurs délais.","svp l'app ne marche pas sur mon portable depuis ce jour. contacter moi d'urgence svp signature aps invalide? c'est quoi ça! j'ai chercher la signification du message signature apk invalide et j'ai constaté que l'application banque cih mobil a été ou bien altéré, source non fiable, ou fichier corrompu. c'est a dire qu'elle a été peut être falsifié et comprend un risque de sécurité. ainsi, j'implore le développeur de résoudre ce problème dans les meilleurs délais.",negative,0,CIH Mobile,1
Pas beaucoup de choix....,pas beaucoup de choix.,positive,2,Marjane,4
Très bonne application,très bonne application,positive,2,Glovo,5
"C'est super, merci beaucoup.","c'est super, merci beaucoup.",positive,2,BMCE Direct,5
La nouvelle version bug bcp. On ne peut plus commander,la nouvelle version bug bcp. on ne peut plus commander,negative,0,Marjane,1
juste certains livreurs manquent de professionnalisme. Sinon l'application rien a dire,juste certains livreurs manquent de professionnalisme. sinon l'application rien a dire,neutral,1,Glovo,3
"service nul mauvaise expérience ne jamais commander sur cet appli, vaut mieux chercher soit même sa commande","service nul mauvaise expérience ne jamais commander sur cet appli, vaut mieux chercher soit même sa commande",negative,0,Glovo,1
service client médiocre pas de suivi et de traitement des problèmes ils m'ont arnaqués black 0,service client médiocre pas de suivi et de traitement des problèmes ils m'ont arnaqués black,negative,0,Glovo,1
le service est bon,le service est bon,positive,2,Glovo,4
très belle compagnie,très belle compagnie,positive,2,Jumia,5
Interessante appli action Mais ça bug,interessante appli action mais ça bug,positive,2,CIH Mobile,4
"Rendre l'historique des paiements des factures par mois ça permet de mieux faire le suivi, certes on peut filtrer par période mais seulement un marchand à la fois ce qui n'est pas pratique.","rendre l'historique des paiements des factures par mois ça permet de mieux faire le suivi, certes on peut filtrer par période mais seulement un marchand à la fois ce qui n'est pas pratique.",negative,0,BMCE Direct,2
très bon site,très bon site,positive,2,Avito,4
"salut tout le monde, comme application, rien à dire, super⁦❣️⁩","salut tout le monde, comme application, rien à dire, super",positive,2,Marjane,4
je fais beaucoup de mes achats sur jumia. je suis toujours ravis avec leurs services.,je fais beaucoup de mes achats sur jumia. je suis toujours ravis avec leurs services.,neutral,1,Jumia,3
"glovo Maroc 0, Des prix gonflé comparant au prix réel au restau et s'il vous manque un produit vous repayer les frais de livraison vous même, des escrocs","glovo maroc , des prix gonflé comparant au prix réel au restau et s'il vous manque un produit vous repayer les frais de livraison vous même, des escrocs",negative,0,Glovo,1
Je commence a changer de bank a cause de cette application nuuuuuule. Les autre concurant ont alle trop loin.,je commence a changer de bank a cause de cette application nuuuuuule. les autre concurant ont alle trop loin.,negative,0,BMCE Direct,1
on m'a annulé une commande sous prétexte que tous les produits commandé sont indisponibles...!!!,on m'a annulé une commande sous prétexte que tous les produits commandé sont indisponibles!,neutral,1,Marjane,3
application très compliquée,application très compliquée,negative,0,CIH Mobile,1
+10% ça ce que j'aime,ça ce que j'aime,positive,2,Orange Money MA,5
excellente rapidité communication et célérité,excellente rapidité communication et célérité,positive,2,Yassir,5
Application très intuitive,application très intuitive,positive,2,Orange Money MA,5
application très intéressant,application très intéressant,positive,2,Glovo,5
Il reste des bugs parfois ca met trop de temps de temps pour répondre par contre la refonte est très joli que ce soit l'organisation des onglets et le thème ça renouvelle l'expérience client,il reste des bugs parfois ca met trop de temps de temps pour répondre par contre la refonte est très joli que ce soit l'organisation des onglets et le thème ça renouvelle l'expérience client,neutral,1,Attijari Mobile,3
Application peu intuitive,application peu intuitive,neutral,1,Attijari Mobile,3
l ancienne version est 10000 fois mieux,l ancienne version est fois mieux,negative,0,Attijari Mobile,1
"très bon accueil à l agence avec le sourire, la disponibilité, les conseils. Merci, et à bientôt à Casablanca...","très bon accueil à l agence avec le sourire, la disponibilité, les conseils. merci, et à bientôt à casablanca.",positive,2,CIH Mobile,5
g tjrs confiance en avito,g tjrs confiance en avito,positive,2,Avito,5
vraiment j'adore et merci beaucoup,vraiment j'adore et merci beaucoup,positive,2,Glovo,5
"Excellente application. Avec interface interactive excellente. svp, comment peut-on sélectionner l'ensemble des notifications et le supprimer ? sans avoir recours à l'option supprimer une par une. Je m'explique, quand je reçois les notifications, je clique sur le symbole ""cloche"" et je vais à la notification que je veux enlever, je sélectionne les trois points pour la supprimer. Ma question est: Est-ce possible de sélectionner toutes les notifications et les supprimer d'un seul coup","excellente application. avec interface interactive excellente. svp, comment peut-on sélectionner l'ensemble des notifications et le supprimer ? sans avoir recours à l'option supprimer une par une. je m'explique, quand je reçois les notifications, je clique sur le symbole cloche et je vais à la notification que je veux enlever, je sélectionne les trois points pour la supprimer. ma question est est-ce possible de sélectionner toutes les notifications et les supprimer d'un seul coup",positive,2,Attijari Mobile,5
Merci pour Les efforts déployés,merci pour les efforts déployés,positive,2,Attijari Mobile,5
Pour moi Marjane est un magasin complet avec de nombreux produits de qualité.. Prix démocratiques.. À visiter lors de votre séjour au Maroc ❤️,pour moi marjane est un magasin complet avec de nombreux produits de qualité. prix démocratiques. à visiter lors de votre séjour au maroc,positive,2,Marjane,5
application innovante et très réactive.,application innovante et très réactive.,positive,2,Attijari Mobile,5
"impossible d'activer le Roaming depuis l'app 😏 Message d'erreur : "" Desolé, une erreur est survenue, merci de réessayer plus tard "" . Edit : j'ai déjà envoyé un mail, sans réponse 😏","impossible d'activer le roaming depuis l'app message d'erreur desolé, une erreur est survenue, merci de réessayer plus tard . edit j'ai déjà envoyé un mail, sans réponse",negative,0,My inwi,1
"🤮🤮🤮🤢🤢🤢😡😡😡😡😤😤😤😤👎👎👎👎👎👎💩💩💩💩💩 , La dernière mise à jour, conçue pour paralyser l'application, ne contient aucune information sur le conducteur ni son numéro de téléphone, 10 voitures et personne que l'on puisse contacter.",", la dernière mise à jour, conçue pour paralyser l'application, ne contient aucune information sur le conducteur ni son numéro de téléphone, voitures et personne que l'on puisse contacter.",negative,0,Yassir,1
super appli tres pratique pas cher du tout et des produits de qualités a bas prix aller trouvé mieux🤣🤣🤣,super appli tres pratique pas cher du tout et des produits de qualités a bas prix aller trouvé mieux,positive,2,Glovo,5
Impossible de se connecter. Dommage car j aimais bcp cette appli et le service....,impossible de se connecter. dommage car j aimais bcp cette appli et le service.,positive,2,Marjane,4
plus de courage et de réussite,plus de courage et de réussite,positive,2,Attijari Mobile,5
"Bonjour j'ai effectué des achats le 22-02-20,mais ma facture d'achat n'est pas acceccible sur l'application merci de vérifier.","bonjour j'ai effectué des achats le --,mais ma facture d'achat n'est pas acceccible sur l'application merci de vérifier.",positive,2,Marjane,5
prix trop bas vous favoriser les clients et les chauffeurs souffrent des prix minables . il faut reconsidérer si non vous allez vous retrouver sans chauffeurs. Moi un chauffeur indrive j'ai arrêté d'accepter les courses à cause des prix minables proposés par vos clients avares qui veulent profiter de votre algorithme qui propose des prix trop bas .. comme même des courses a 160 da vraiment ?!!,prix trop bas vous favoriser les clients et les chauffeurs souffrent des prix minables . il faut reconsidérer si non vous allez vous retrouver sans chauffeurs. moi un chauffeur indrive j'ai arrêté d'accepter les courses à cause des prix minables proposés par vos clients avares qui veulent profiter de votre algorithme qui propose des prix trop bas . comme même des courses a da vraiment !,negative,0,inDriver,1
"Compliqué comme application bancaire, les opération ne sont jamais mis à jour en temps réel et instantanément. En plus l interface très rigide . Contrairement aux autres appl bancaires ( simple , exactes, affichage et màj en temps réel) . Pourquoi toutes cette complexité ?","compliqué comme application bancaire, les opération ne sont jamais mis à jour en temps réel et instantanément. en plus l interface très rigide . contrairement aux autres appl bancaires simple , exactes, affichage et màj en temps réel . pourquoi toutes cette complexité ?",negative,0,BMCE Direct,1
De moins en moins intéressant ! restos bof!! service client lamentable parfois et pas très accessible .. tarifs cachés .....,de moins en moins intéressant ! restos bof! service client lamentable parfois et pas très accessible . tarifs cachés .,neutral,1,Glovo,3
c’est ma première fois vraiment excellent,c est ma première fois vraiment excellent,positive,2,Glovo,5
un peu cher mais très efficace,un peu cher mais très efficace,positive,2,inDriver,4
"C'est très outil , il facilite le paiment des factures . Merci","c'est très outil , il facilite le paiment des factures . merci",positive,2,Orange Money MA,5
il faut obligatoirement voir avec votre livreur je suis déçu très déçu,il faut obligatoirement voir avec votre livreur je suis déçu très déçu,negative,0,Glovo,1
L'application ne s'ouvre pas sur mon huawei nova 2 Plus version Android 8.0.j 'ai testé plusieur fois sans succès.,l'application ne s'ouvre pas sur mon huawei nova plus version android .j 'ai testé plusieur fois sans succès.,negative,0,Marjane,1
Bon service et bon rezou,bon service et bon rezou,positive,2,My inwi,5
Briit fiibre optique ikoun 50 dh,briit fiibre optique ikoun dh,negative,0,My inwi,1
"Bonjour , très bonne application ; fonctionne facilement même depuis l'étranger , Merci bcp .","bonjour , très bonne application fonctionne facilement même depuis l'étranger , merci bcp .",positive,2,My inwi,5
"Je ne recommande plus vraiment ! j'étais une fidèle cliente mais depuis plusieurs mois, c'est un désastre ! Commandes en retard, produits manquants au supermarché, prix dans l'application du supermarché faux, service réclamation pas assez réactif et aucune réclamation n'est prise en considération ! certains livreurs disent qu'ils n'ont pas de monnaie dans le but de garder le reste de monnaie à rendre et n'hésitent pas à arnaquer le client ! Produits régulièrement manquants dans les commandes et","je ne recommande plus vraiment ! j'étais une fidèle cliente mais depuis plusieurs mois, c'est un désastre ! commandes en retard, produits manquants au supermarché, prix dans l'application du supermarché faux, service réclamation pas assez réactif et aucune réclamation n'est prise en considération ! certains livreurs disent qu'ils n'ont pas de monnaie dans le but de garder le reste de monnaie à rendre et n'hésitent pas à arnaquer le client ! produits régulièrement manquants dans les commandes et",negative,0,Yassir,1
"Excellente application, juste il faut travailler d'avantage afin d'activer le service des virements interbancaires.","excellente application, juste il faut travailler d'avantage afin d'activer le service des virements interbancaires.",positive,2,BMCE Direct,5
L application s' ouvre j attends de commander pour voir le processus,l application s' ouvre j attends de commander pour voir le processus,neutral,1,Marjane,3
ses naze en effet celui qui dit ses naze est le plus intelligeament bête,ses naze en effet celui qui dit ses naze est le plus intelligeament bête,positive,2,Glovo,5
Très bon application d'achat en ligne. Bien praticable.,très bon application d'achat en ligne. bien praticable.,positive,2,Jumia,5
très bien comme appli et très fluide pas de prise de tête avec un chauffeur ( j'adore ),très bien comme appli et très fluide pas de prise de tête avec un chauffeur j'adore,positive,2,inDriver,4
bravo 👏🏻 l'équipe inDrive,bravo l'équipe indrive,positive,2,inDriver,5
